"id"	"dtxsid"	"preferred_name"	"casrn"	"mol_formula"	"mol_weight"	"pubchem_cid"
329	"DTXSID0026044"	"(E)-Squalene"	"111-02-4"	"C30H50"	410.73	638072
330	"DTXSID0026098"	"2,3,5,6-Tetrachloronitrobenzene"	"117-18-0"	"C6HCl4NO2"	260.88	8330
331	"DTXSID0026125"	"Tetramethylsuccinonitrile"	"3333-52-6"	"C8H12N2"	136.198	18745
332	"DTXSID0026171"	"Tolyltriazole"	"29385-43-1"	"C7H7N3"	133.154	122499
333	"DTXSID0026173"	"Treosulfan"	"299-75-2"	"C6H14O8S2"	278.29	9296
334	"DTXSID0026175"	"Triallyl isocyanurate"	"1025-15-6"	"C12H15N3O3"	249.27	13931
335	"DTXSID0026202"	"2,3,4-Trichloronitrobenzene"	"17700-09-3"	"C6H2Cl3NO2"	226.44	28697
336	"DTXSID0026204"	"2,4,6-Trichloronitrobenzene"	"18708-70-8"	"C6H2Cl3NO2"	226.44	29228
337	"DTXSID0026208"	"2,3,5-Trichlorophenol"	"933-78-8"	"C6H3Cl3O"	197.44	13619
338	"DTXSID0026252"	"Triphenyl phosphite"	"101-02-0"	"C18H15O3P"	310.289	7540
339	"DTXSID0026258"	"Tris(2-chloroethyl) phosphite"	"140-08-9"	"C6H12Cl3O3P"	269.48	8783
340	"DTXSID0026339"	"alpha-Vitamin E"	"59-02-9"	"C29H50O2"	430.717	14985
341	"DTXSID0026418"	"t-Butyl mercaptan"	"75-66-1"	"C4H10S"	90.18	6387
342	"DTXSID0026547"	"6-Amino-4-hydroxynaphthalene-2-sulfonic acid"	"90-51-7"	"C10H9NO4S"	239.25	7022
343	"DTXSID0026549"	"Gluconolactone"	"90-80-2"	"C6H10O6"	178.14	7027
344	"DTXSID0026676"	"1,1'-Oxybis(4-nitrobenzene)"	"101-63-3"	"C12H8N2O5"	260.205	7568
345	"DTXSID0026701"	"4-Methylbenzenesulfonic acid"	"104-15-4"	"C7H8O3S"	172.2	6101
346	"DTXSID0026830"	"2,5-Dimethylhexane-2,5-diol"	"110-03-2"	"C8H18O2"	146.23	8031
347	"DTXSID0026838"	"Isopropyl tetradecanoate"	"110-27-0"	"C17H34O2"	270.457	8042
348	"DTXSID0026880"	"1,2-Ethanediol diacetate"	"111-55-7"	"C6H10O4"	146.142	8121
349	"DTXSID0026882"	"Octane"	"111-65-9"	"C8H18"	114.232	356
350	"DTXSID0026888"	"1,5-Cyclooctadiene"	"111-78-4"	"C8H12"	108.184	82916
351	"DTXSID0026913"	"Dodecane"	"112-40-3"	"C12H26"	170.34	8182
352	"DTXSID0026915"	"1-Undecanol"	"112-42-5"	"C11H24O"	172.312	8184
353	"DTXSID0026961"	"4-Methyl-2-nitrophenol"	"119-33-5"	"C7H7NO3"	153.137	8391
354	"DTXSID0026967"	"Diethylene glycol dibenzoate"	"120-55-8"	"C18H18O5"	314.337	8437
355	"DTXSID0027014"	"2-Octanol"	"123-96-6"	"C8H18O"	130.231	20083
356	"DTXSID0027066"	"Sodium [dodecanoyl(methyl)amino]acetate"	"137-16-6"	"C15H28NNaO3"	293.383	23668817
357	"DTXSID0027141"	"Perfluorotributylamine"	"311-89-7"	"C12F27N"	671.096	
358	"DTXSID0027143"	"3-(Trifluoromethyl)phenyl isocyanate"	"329-01-1"	"C8H4F3NO"	187.121	9483
359	"DTXSID0027149"	"Cyanoacetic acid"	"372-09-8"	"C3H3NO2"	85.062	9740
360	"DTXSID0027191"	"1,3-Cyclopentadiene"	"542-92-7"	"C5H6"	66.103	7612
361	"DTXSID0027195"	"Hexadecane"	"544-76-3"	"C16H34"	226.448	11006
362	"DTXSID0027197"	"Methyl 2-hydroxypropanoate"	"547-64-8"	"C4H8O3"	104.105	11040
363	"DTXSID0027222"	"Terpinolene"	"586-62-9"	"C10H16"	136.238	11463
364	"DTXSID0027228"	"4-Pentenenitrile"	"592-51-8"	"C5H7N"	81.118	11604
365	"DTXSID0027270"	"1-Pentadecanol"	"629-76-5"	"C15H32O"	228.42	12397
366	"DTXSID0027301"	"1,2-Cyclohexanediamine"	"694-83-7"	"C6H14N2"	114.192	4610
367	"DTXSID0027309"	"Ethyl 3-ethoxypropionate"	"763-69-9"	"C7H14O3"	146.186	12989
368	"DTXSID0027432"	"3-Dimethylaminopropionitrile"	"1738-25-6"	"C5H10N2"	98.149	15615
369	"DTXSID0027436"	"Phenylphosphinic acid"	"1779-48-2"	"C6H7O2P"	142.094	6327116
370	"DTXSID0027438"	"Dibutyl phosphite"	"1809-19-4"	"C8H19O3P"	194.211	6327349
371	"DTXSID0027486"	"Dimethyl chlorothiophosphate"	"2524-03-0"	"C2H6ClO2PS"	160.55	17304
372	"DTXSID0027513"	"Sodium ethenesulfonate"	"3039-83-6"	"C2H3NaO3S"	130.09	3270262
373	"DTXSID0027515"	"3a,4,7,7a-Tetrahydroindene"	"3048-65-5"	"C9H12"	120.195	62475
374	"DTXSID0027561"	"Dimethyl 3,3'-thiodipropionate"	"4131-74-2"	"C8H14O4S"	206.26	77781
375	"DTXSID0027565"	"Methylsilanetriyl triacetate"	"4253-34-3"	"C7H12O6Si"	220.252	77929
376	"DTXSID0027567"	"3-Chloropivaloyl chloride"	"4300-97-4"	"C5H8Cl2O"	155.02	61345
377	"DTXSID0027640"	"Malic acid"	"6915-15-7"	"C4H6O5"	134.087	525
378	"DTXSID0027721"	"4-(2-Phenylpropan-2-yl)-N-[4-(2-phenylpropan-2-yl)phenyl]aniline"	"10081-67-1"	"C30H31N"	405.585	82343
379	"DTXSID0027729"	"Isomethyltetrahydrophthalic anhydride"	"11070-44-3"			3033842
380	"DTXSID0027771"	"N-(1-Methylheptyl)-N'-phenyl-1,4-benzenediamine"	"15233-47-3"	"C20H28N2"	296.458	85821
381	"DTXSID0027773"	"Trimethylolpropane triacrylate"	"15625-89-5"	"C15H20O6"	296.319	27423
382	"DTXSID0027802"	"Propylene glycol dibenzoate"	"19224-26-1"	"C17H16O4"	284.311	517637
383	"DTXSID0027804"	"2-Amino-2-methylpropionitrile"	"19355-69-2"	"C4H8N2"	84.122	88022
384	"DTXSID0027806"	"Potassium anilinoacetate"	"19525-59-8"	"C8H8KNO2"	189.255	23672325
385	"DTXSID0027852"	"Chlorotoluene"	"25168-05-2"			7931
386	"DTXSID0027856"	"Dipropylene glycol"	"25265-71-8"			6537503
387	"DTXSID0027858"	"Diisopropylbenzene"	"25321-09-9"			11345
388	"DTXSID0027933"	"Diisooctyl phthalate"	"27554-26-3"			33934
389	"DTXSID0027981"	"4-Amino-6-tert-butyl-3-thioxo-3,4-dihydro-1,2,4-triazin-5(2H)-one"	"33509-43-2"	"C7H12N4OS"	200.26	676486
390	"DTXSID0027983"	"Dipropylene glycol monomethyl ether"	"34590-94-8"			22833331
391	"DTXSID0028030"	"Bis(2,2,6,6-tetramethyl-4-piperidyl) sebacate"	"52829-07-9"	"C28H52N2O4"	480.734	164282
392	"DTXSID0028038"	"3-Iodo-2-propynyl-N-butylcarbamate"	"55406-53-6"	"C8H12INO2"	281.093	62097
393	"DTXSID0028323"	"Alcohols, C16-18"	"67762-27-0"			15076
394	"DTXSID0028618"	"Diethylmethylbenzenediamine"	"68479-98-1"			22419268
395	"DTXSID0028666"	"1,2-Benzenedicarboxylic acid, di-C9-11-branched alkyl esters, C10-rich"	"68515-49-1"			33599
396	"DTXSID0029133"	"4-Hydroxyacetophenone"	"99-93-4"	"C8H8O2"	136.15	7469
397	"DTXSID0029187"	"2,6-Dimethylnaphthalene"	"581-42-0"	"C12H12"	156.228	11387
398	"DTXSID0029189"	"Guanidine carbonate"	"593-85-1"	"C3H12N6O3"	180.168	11650
399	"DTXSID0029210"	"Butyltin trichloride"	"1118-46-3"	"C4H9Cl3Sn"	282.18	14236
400	"DTXSID0029214"	"Methylionone"	"1335-46-2"			5371084
401	"DTXSID0029218"	"1-Bromo-4-ethylbenzene"	"1585-07-5"	"C8H9Br"	185.064	15313
402	"DTXSID0029260"	"Hydroxyethyl imidazolidinone"	"3699-54-5"	"C5H10N2O2"	130.147	77290
403	"DTXSID0029262"	"2,6-Di-tert-butyl-4-ethylphenol"	"4130-42-1"	"C16H26O"	234.383	20087
404	"DTXSID0029264"	"C.I. Fluorescent brightening agent 28"	"4404-43-7"	"C40H44N12O10S2"	916.99	
405	"DTXSID0029268"	"C.I. Pigment Yellow 13"	"5102-83-0"	"C36H34Cl2N6O4"	685.61	
406	"DTXSID0029474"	"Alkyl (C8,C10) glycidyl ether"	"68609-96-1"			99953
407	"DTXSID0029559"	"Diazolidinyl urea"	"78491-02-8"	"C8H14N4O7"	278.221	62277
408	"DTXSID0029688"	"Iron(II) sulfate"	"7720-78-7"	"FeO4S"	151.9	24393
409	"DTXSID0029761"	"Sodium dichloroisocyanurate dihydrate"	"51580-86-0"	"C3H4Cl2N3NaO5"	255.97	23667638
410	"DTXSID0029848"	"Acetic acid, C8-10-branched alkyl esters, C9-rich"	"108419-33-6"			22833466
411	"DTXSID0030162"	"2-Acetylthiazole"	"24295-03-2"	"C5H5NOS"	127.16	520108
412	"DTXSID0030588"	"p-Synephrine"	"94-07-5"	"C9H13NO2"	167.208	7172
413	"DTXSID0032029"	"Scopolamine hydrobromide"	"114-49-8"	"C17H22BrNO4"	384.27	6603108
414	"DTXSID0032077"	"Sodium selenite"	"10102-18-8"	"Na2O3Se"	172.948	24934
415	"DTXSID0032314"	"4,4-Dimethyl oxazolidine"	"51200-87-4"	"C5H11NO"	101.149	62010
416	"DTXSID0032316"	"4-Chloro-3,5-dimethylphenol"	"88-04-0"	"C8H9ClO"	156.61	2723
417	"DTXSID0032493"	"Triadimenol"	"55219-65-3"	"C14H18ClN3O2"	295.77	41368
418	"DTXSID0032497"	"Triclopyr"	"55335-06-3"	"C7H4Cl3NO3"	256.46	41428
419	"DTXSID0032520"	"Azoxystrobin"	"131860-33-8"	"C22H17N3O5"	403.394	3034285
420	"DTXSID0032572"	"Prallethrin"	"23031-36-9"	"C19H24O3"	300.398	16760153
421	"DTXSID0032578"	"Thiodicarb"	"59669-26-0"	"C10H18N4O4S3"	354.46	9601227
422	"DTXSID0032601"	"Cyproconazole"	"94361-06-5"	"C15H18ClN3O"	291.78	86132
423	"DTXSID0032605"	"(+-)-Diclofop-methyl"	"51338-27-3"	"C16H14Cl2O4"	341.18	39985
424	"DTXSID0032651"	"Thidiazuron"	"51707-55-2"	"C9H8N4OS"	220.25	40087
425	"DTXSID0032655"	"Triticonazole"	"131983-72-7"	"C17H20ClN3O"	317.82	86233
426	"DTXSID0032811"	"2,2-Dimethylbutanoic acid"	"595-37-9"	"C6H12O2"	116.16	11684
427	"DTXSID0032813"	"2,2-Dimethyl-3-pentanol"	"3970-62-5"	"C7H16O"	116.204	19871
428	"DTXSID0032869"	"1-Nitro-2,4-difluorobenzene"	"446-35-5"	"C6H3F2NO2"	159.092	67967
429	"DTXSID0032998"	"3,3'-Dithiodipropionic acid"	"1119-62-6"	"C6H10O4S2"	210.26	95116
430	"DTXSID0033047"	"4-(Methylthio)benzaldehyde"	"3446-89-7"	"C8H8OS"	152.21	76985
431	"DTXSID0033332"	"L-Cichoric acid"	"70831-56-0"	"C22H18O12"	474.374	5281764
432	"DTXSID0033334"	"Cimicifugoside"	"27994-11-2"	"C35H56O9"	620.824	6537499
433	"DTXSID0033382"	"Daunomycin hydrochloride"	"23541-50-6"	"C27H30ClNO10"	563.98	62770
434	"DTXSID0033469"	"Echinacoside"	"82854-37-3"	"C35H46O20"	786.733	5281771
435	"DTXSID0033673"	"Methyl thioglycolate"	"2365-48-2"	"C3H6O2S"	106.14	16907
436	"DTXSID0033754"	"N-Isopropylacrylamide"	"2210-25-5"	"C6H11NO"	113.16	16637
437	"DTXSID0033960"	"Rifabutin"	"72559-06-9"	"C46H62N4O11"	847.019	6323490
438	"DTXSID0034192"	"17beta-Trenbolone"	"10161-33-8"	"C18H22O2"	270.372	25015
439	"DTXSID0034223"	"Tebufenpyrad"	"119168-77-3"	"C18H24ClN3O"	333.86	86354
440	"DTXSID0034227"	"Icaridin"	"119515-38-7"	"C12H23NO3"	229.32	125098
441	"DTXSID0034229"	"gamma-Nonanolactone"	"104-61-0"	"C9H16O2"	156.225	7710
442	"DTXSID0034300"	"Acetamiprid"	"135410-20-7"	"C10H11ClN4"	222.68	213021
443	"DTXSID0034518"	"Desmedipham"	"13684-56-5"	"C16H16N2O4"	300.314	24743
444	"DTXSID0034566"	"Emamectin benzoate"	"155569-91-8"			22833503
445	"DTXSID0034695"	"Mancozeb"	"8018-01-7"			3034368
446	"DTXSID0034722"	"Topramezone"	"210631-68-8"	"C16H17N3O5S"	363.39	11302979
447	"DTXSID0034776"	"Tolclofos-methyl"	"57018-04-9"	"C9H11Cl2O3PS"	301.12	91664
448	"DTXSID0034803"	"Penoxsulam"	"219714-96-2"	"C16H14F5N5O5S"	483.37	11784975
449	"DTXSID0034851"	"Dichlorprop-P"	"15165-67-0"	"C9H8Cl2O3"	235.06	119435
450	"DTXSID0034855"	"Fluazifop-P-butyl"	"79241-46-6"	"C19H20F3NO4"	383.367	3033674
451	"DTXSID0034857"	"Quizalofop-p-ethyl"	"100646-51-3"	"C19H17ClN2O4"	372.81	
452	"DTXSID0034930"	"Fosthiazate"	"98886-44-3"	"C9H18NO3PS2"	283.34	91758
453	"DTXSID0034936"	"Sulfometuron-methyl"	"74222-97-2"	"C15H16N4O5S"	364.38	52997
454	"DTXSID0035160"	"alpha-Ionone"	"127-41-3"	"C13H20O"	192.302	5282108
455	"DTXSID0035748"	"Chloroallyl methenamine chloride"	"51229-78-8"	"C9H16Cl2N4"	251.16	6435993
456	"DTXSID0035790"	"Sodium 2-methoxy-5-nitrophenolate"	"67233-85-6"	"C7H6NNaO4"	191.118	3017748
457	"DTXSID0036508"	"Medroxyprogesterone"	"520-85-4"	"C22H32O3"	344.495	10631
458	"DTXSID0036760"	"Oxaliplatin"	"61825-94-3"	"C8H12N2O4Pt"	395.278	9887053
459	"DTXSID0037023"	"2,4,5,6-Pyrimidinetetramine sulfate (1:1)"	"5392-28-9"	"C4H10N6O4S"	238.22	79358
460	"DTXSID0037231"	"Flurbiprofen"	"5104-49-4"	"C15H13FO2"	244.265	3394
461	"DTXSID0037235"	"Gentamicin sulfate"	"1405-41-0"			44420324
462	"DTXSID0037237"	"Glybenclamide"	"10238-21-8"	"C23H28ClN3O5S"	494.0	3488
463	"DTXSID0037493"	"Atraton"	"1610-17-9"	"C9H17N5O"	211.269	15359
464	"DTXSID0037495"	"Deisopropylatrazine"	"1007-28-9"	"C5H8ClN5"	173.6	13878
465	"DTXSID0037522"	"Dialifor"	"10311-84-9"	"C14H17ClNO4PS2"	393.84	25146
466	"DTXSID0037570"	"Methabenzthiazuron"	"18691-97-9"	"C10H11N3OS"	221.28	29216
467	"DTXSID0037576"	"Monolinuron"	"1746-81-2"	"C9H11ClN2O2"	214.65	15629
468	"DTXSID0037730"	"1,4-Dihydroxy-2-naphthoic acid"	"31519-22-9"	"C11H8O4"	204.181	671
469	"DTXSID0037734"	"2-Bromohexadecanoic acid"	"18263-25-7"	"C16H31BrO2"	335.326	82145
470	"DTXSID0038338"	"(+/-)-cis-Permethrin"	"61949-76-6"	"C21H20Cl2O3"	391.29	
471	"DTXSID0038700"	"2-Methoxy-4-nitroaniline"	"97-52-9"	"C7H8N2O3"	168.152	7337
472	"DTXSID0038756"	"4-Fluorobenzaldehyde"	"459-57-4"	"C7H5FO"	124.114	68023
473	"DTXSID0038831"	"2-Methoxyethyl cyanoacetate"	"10258-54-5"	"C6H9NO3"	143.142	25106
474	"DTXSID0038839"	"2-Amino-5-nitrobenzonitrile"	"17420-30-3"	"C7H5N3O2"	163.136	28532
475	"DTXSID0038881"	"C.I. Acid Orange 7"	"633-96-5"	"C16H11N2NaO4S"	350.32	44135675
476	"DTXSID0038887"	"Fluorescein"	"2321-07-5"	"C20H12O5"	332.311	16850
477	"DTXSID0039223"	"Aldicarb"	"116-06-3"	"C7H14N2O2S"	190.26	2086
478	"DTXSID0039227"	"2-Acetylaminofluorene"	"53-96-3"	"C15H13NO"	223.275	5897
479	"DTXSID0039229"	"Acrylic acid"	"79-10-7"	"C3H4O2"	72.063	6581
480	"DTXSID0040123"	"Usnic acid"	"125-46-2"	"C18H16O7"	344.319	
481	"DTXSID0040127"	"2,6-Diaminopyridine"	"141-86-6"	"C5H7N3"	109.132	8861
482	"DTXSID0040129"	"Emtricitabine"	"143491-57-0"	"C8H10FN3O3S"	247.24	60877
483	"DTXSID0040208"	"Rifamycin SV sodium salt"	"14897-39-3"	"C37H46NNaO12"	719.76	23702994
484	"DTXSID0040464"	"Docetaxel"	"114977-28-5"	"C43H53NO14"	807.89	148124
485	"DTXSID0040547"	"Menadione sodium bisulfite"	"130-37-0"	"C11H9NaO5S"	276.24	23665888
486	"DTXSID0040599"	"Everolimus"	"159351-69-6"	"C53H83NO14"	958.24	6442177
487	"DTXSID0040620"	"Sapropterin dihydrochloride"	"69056-38-8"	"C9H17Cl2N5O3"	314.17	636369
488	"DTXSID0040622"	"Thiamine hydrochloride"	"67-03-8"	"C12H18Cl2N4OS"	337.26	6202
489	"DTXSID0040672"	"Fenbendazole"	"43210-67-9"	"C15H13N3O2S"	299.35	3334
490	"DTXSID0040674"	"Fluocinolone acetonide"	"67-73-2"	"C24H30F2O6"	452.495	6215
491	"DTXSID0040676"	"Glipizide"	"29094-61-9"	"C21H27N5O4S"	445.54	3478
492	"DTXSID0040678"	"Idebenone"	"58186-27-9"	"C19H30O5"	338.444	3686
493	"DTXSID0040701"	"Triethyl citrate"	"77-93-0"	"C12H20O7"	276.285	6506
494	"DTXSID0040703"	"4-tert-Butylbenzoic acid"	"98-73-7"	"C11H14O2"	178.231	7403
495	"DTXSID0040705"	"Cinchophen"	"132-60-5"	"C16H11NO2"	249.269	8593
496	"DTXSID0040707"	"4-Pentylaniline"	"33228-44-3"	"C11H17N"	163.264	93162
497	"DTXSID0040751"	"N-(9-Fluorenylmethoxycarbonyl)-L-leucine"	"35661-60-0"	"C21H23NO4"	353.418	1549133
498	"DTXSID0040755"	"Fenoxaprop-(2S)-ethyl"	"113776-20-8"	"C18H16ClNO5"	361.78	
499	"DTXSID0040757"	"Ciglitizone"	"74772-77-3"	"C18H23NO3S"	333.45	2750
500	"DTXSID0040965"	"Androstenone"	"18339-16-7"	"C19H28O"	272.432	6852393
501	"DTXSID0041141"	"o-(Chloroacetylcarbamoyl)fumagillol"	"129298-91-5"	"C19H28ClNO6"	401.88	9930932
502	"DTXSID0041197"	"(Z)-Hexadec-9-enoic acid"	"373-49-9"	"C16H30O2"	254.414	445638
503	"DTXSID0041220"	"cis-1,2,3,6-Tetrahydrophthalimide"	"1469-48-3"	"C8H9NO2"	151.165	92888
504	"DTXSID0041224"	"1,2,6-Hexanetriol"	"106-69-4"	"C6H14O3"	134.175	7823
505	"DTXSID0041270"	"3,5,5-Trimethylhexyl acetate"	"58430-94-7"	"C11H22O2"	186.295	42745
506	"DTXSID0041274"	"1-Phenyl-1H-pyrrole-2,5-dione"	"941-69-5"	"C10H7NO2"	173.171	13662
507	"DTXSID0041357"	"Ethyl (2E,4Z)-deca-2,4-dienoate"	"3025-30-7"	"C12H20O2"	196.29	5281162
508	"DTXSID0041359"	"2,4-Dichloro-3,5-dimethylphenol"	"133-53-9"	"C8H8Cl2O"	191.05	8621
509	"DTXSID0041436"	"2-Methyl-2-butanol"	"75-85-4"	"C5H12O"	88.15	6405
510	"DTXSID0041484"	"(3Z)-3-Hexenyl acetate"	"3681-71-8"	"C8H14O2"	142.198	5363388
511	"DTXSID0041513"	"4-Chloropyridine 1-oxide"	"1121-76-2"	"C5H4ClNO"	129.54	70724
512	"DTXSID0041517"	"4-Hydroxy-2,5-dimethyl-3(2H)furanone"	"3658-77-3"	"C6H8O3"	128.127	19309
513	"DTXSID0041519"	"4-Methyl-3-heptanol"	"14979-39-6"	"C8H18O"	130.231	26989
514	"DTXSID0041567"	"(9Z,12R)-12-Hydroxyoctadec-9-enoic acid"	"141-22-0"	"C18H34O3"	298.467	643684
515	"DTXSID0041646"	"C.I. Acid Yellow 34, monosodium salt"	"6359-90-6"	"C16H12ClN4NaO4S"	414.8	23675737
516	"DTXSID0041692"	"Dimethyl acetylsuccinate"	"10420-33-4"	"C8H12O5"	188.179	112039
517	"DTXSID0041698"	"Butoxycarboxim"	"34681-23-7"	"C7H14N2O4S"	222.26	9571009
518	"DTXSID0041721"	"C.I. Acid Yellow 3 disodium salt"	"8004-92-0"			24671
519	"DTXSID0041850"	"Dicapthon"	"2463-84-5"	"C8H9ClNO5PS"	297.65	17168
520	"DTXSID0041852"	"Dichloralurea"	"116-52-9"	"C5H6Cl6N2O3"	354.81	8313
521	"DTXSID0041981"	"Fluoroacetic acid"	"144-49-0"	"C2H3FO2"	78.042	5237
522	"DTXSID0041983"	"Fluoroglycofen-ethyl"	"77501-90-7"	"C18H13ClF3NO7"	447.75	53672
523	"DTXSID0041985"	"Fluorosalan"	"4776-06-1"	"C14H8Br2F3NO2"	439.026	20906
524	"DTXSID0041987"	"Flurochloridone"	"61213-25-0"	"C12H10Cl2F3NO"	312.11	91677
525	"DTXSID0042034"	"2,2,4,6,6-Pentamethylheptane"	"13475-82-6"	"C12H26"	170.34	
526	"DTXSID0042038"	"Heptyl butyrate"	"5870-93-9"	"C11H22O2"	186.295	62592
527	"DTXSID0042080"	"Isoxathion"	"18854-01-8"	"C13H16NO4PS"	313.31	29307
528	"DTXSID0042084"	"Karbutilate"	"4849-32-5"	"C14H21N3O3"	279.34	312440
529	"DTXSID0042086"	"Laurocapram"	"59227-89-3"	"C18H35NO"	281.484	42981
530	"DTXSID0042117"	"Mecarbam"	"2595-54-2"	"C10H20NO5PS2"	329.37	17434
531	"DTXSID0042167"	"Monopotassium phthalate"	"877-24-7"	"C8H5KO4"	204.222	23676735
532	"DTXSID0042169"	"Monotridecyl phosphate"	"5116-94-9"	"C13H29O4P"	280.345	82161
533	"DTXSID0042242"	"2-Ethylaniline"	"578-54-1"	"C8H11N"	121.183	11357
534	"DTXSID0042244"	"Osalmid"	"526-18-1"	"C13H11NO3"	229.235	4602
535	"DTXSID0042248"	"4,4'-Methylenebis(N,N-diglycidylaniline)"	"28768-32-3"	"C25H30N2O4"	422.525	91593
536	"DTXSID0042325"	"4-Propylanisole"	"104-45-0"	"C10H14O"	150.221	7702
537	"DTXSID0042327"	"Dipropylene glycol dimethyl ether"	"111109-77-4"			86302
538	"DTXSID0042379"	"Dimethoxydimethylsilane"	"1112-39-6"	"C4H12O2Si"	120.223	66187
539	"DTXSID0042400"	"Sodium hexyldecyl sulfate"	"1120-01-0"	"C16H33NaO4S"	344.49	23695542
540	"DTXSID0042406"	"Sodium methyl sulfate"	"512-42-5"	"CH3NaO4S"	134.08	2735086
541	"DTXSID0042454"	"(+/-)-2,3-Dihydroxypropyl tetradecanoate"	"589-68-4"	"C17H34O4"	302.455	79050
542	"DTXSID0042583"	"N-{[(2S)-1-Ethylpyrrolidin-2-yl]methyl}-2-methoxy-5-sulfamoylbenzamide"	"23672-07-3"	"C15H23N3O4S"	341.43	688272
543	"DTXSID0042612"	"Nemonapride"	"75272-39-8"	"C21H26ClN3O2"	387.91	9952220
544	"DTXSID0042614"	"Tetrabenazine"	"58-46-8"	"C19H27NO3"	317.429	6018
545	"DTXSID0042618"	"Tropanyl 3,5-dimethylbenzoate"	"85181-40-4"	"C17H23NO2"	273.376	68600
546	"DTXSID0042668"	"Zoledronate"	"118072-93-8"	"C5H10N2O7P2"	272.09	68740
547	"DTXSID0043761"	"4,4'-Dinitrodiphenylurea"	"587-90-6"	"C13H10N4O5"	302.246	9509
548	"DTXSID0043763"	"Taltirelin"	"103300-74-9"	"C17H23N7O5"	405.415	114750
549	"DTXSID0043765"	"Ouabain"	"630-60-4"	"C29H44O12"	584.659	439501
550	"DTXSID0043848"	"Xibenolol"	"30187-90-7"	"C15H25NO2"	251.37	146256
551	"DTXSID0043892"	"Carmoxirole"	"98323-83-2"	"C24H26N2O2"	374.484	57364
552	"DTXSID0043896"	"Fenoldopam"	"67227-56-9"	"C16H16ClNO3"	305.76	3341
553	"DTXSID0044024"	"PD 0325901"	"391210-10-9"	"C16H14F3IN2O4"	482.198	9826528
554	"DTXSID0044107"	"Ibufenac"	"1553-60-2"	"C12H16O2"	192.258	15250
555	"DTXSID0044236"	"Triethylene glycol bis(3-tert-butyl-4-hydroxy-5-methylphenyl)propionate"	"36443-68-2"	"C34H50O8"	586.766	91620
556	"DTXSID0044280"	"Quinine"	"130-95-0"	"C20H24N2O2"	324.424	8549
557	"DTXSID0044288"	"5,5'-Indigotindisulfonic acid"	"483-20-5"	"C16H10N2O8S2"	422.38	5282430
558	"DTXSID0044313"	"4-Methylpentan-1-ol"	"626-89-1"	"C6H14O"	102.177	12296
559	"DTXSID0044315"	"1,5-Naphthalenedisulfonic acid, disodium salt hydrate"	"207569-02-6"	"C10H8Na2O7S2"	350.27	51346588
560	"DTXSID0044317"	"8-Hydroxyquinoline-5-sulfonic acid hydrate (1:x)"	"207386-92-3"			2723649
561	"DTXSID0044361"	"Hexanedihydrazide"	"1071-93-8"	"C6H14N4O2"	174.204	66117
562	"DTXSID0044363"	"Ethyl decanoate"	"110-38-3"	"C12H24O2"	200.322	8048
563	"DTXSID0044365"	"(1,1-Dimethylethyl)urea"	"1118-12-3"	"C5H12N2O"	116.164	14233
564	"DTXSID0044367"	"Tetradonium bromide"	"1119-97-7"	"C17H38BrN"	336.402	14250
565	"DTXSID0044369"	"N,N-dimethylpyridin-4-amine"	"1122-58-3"	"C7H10N2"	122.171	14284
566	"DTXSID0044440"	"2,6-Di(butan-2-yl)phenol"	"5510-99-6"	"C14H22O"	206.329	21685
567	"DTXSID0044442"	"Monosodium hydrogen 4-chlorophthalate"	"56047-23-5"	"C8H4ClNaO4"	222.56	
568	"DTXSID0044446"	"Betaine hydrochloride"	"590-46-5"	"C5H12ClNO2"	153.61	11545
569	"DTXSID0044448"	"4-Pentenoic acid"	"591-80-0"	"C5H8O2"	100.117	61138
570	"DTXSID0044490"	"Methyl 3-sulfamoylthiophene-2-carboxylate"	"59337-93-8"	"C6H7NO4S2"	221.25	101012
571	"DTXSID0044494"	"2-Phenylethyl phenylacetate"	"102-20-5"	"C16H16O2"	240.302	7601
572	"DTXSID0044496"	"6-Pentyltetrahydro-2H-pyran-2-one"	"705-86-2"	"C10H18O2"	170.252	12810
573	"DTXSID0044498"	"N,N-Diethyl-N-methylethanaminium chloride"	"10052-47-8"	"C7H18ClN"	151.68	82326
574	"DTXSID0044521"	"Diatrizoic acid"	"117-96-4"	"C11H9I3N2O4"	613.916	2140
575	"DTXSID0044523"	"5-Amino-2-methylbenzenesulfonic acid"	"118-88-7"	"C7H9NO3S"	187.21	67054
576	"DTXSID0044525"	"Phenylmercuric lactate"	"122-64-5"	"C9H10HgO3"	366.77	16683023
577	"DTXSID0044527"	"Ethane-1,2-diyl bis(sulfanylacetate)"	"123-81-9"	"C6H10O4S2"	210.26	61059
578	"DTXSID0044571"	"3-Isopropylphenol"	"618-45-1"	"C9H12O"	136.194	12059
579	"DTXSID0044573"	"2-(2-Methylbutan-2-yl)cyclohexyl acetate"	"67874-72-0"	"C13H24O2"	212.333	62240
580	"DTXSID0044575"	"MON-4660"	"71526-07-3"	"C10H15Cl2NO2"	252.14	3482402
581	"DTXSID0044577"	"Calcium bromide"	"7789-41-5"	"Br2Ca"	199.886	24608
582	"DTXSID0044600"	"Cyclohex-3-en-1-ylmethanol"	"1679-51-2"	"C7H12O"	112.172	15512
583	"DTXSID0044604"	"1,4-Bis[(ethenyloxy)methyl]cyclohexane"	"17351-75-6"	"C12H20O2"	196.29	3437285
